decision_cliente,accion_requerida,bitacora_id,fecha,created_at,usuario,usuario_reporta,texto,odt_aprobada_si_corresponde,comentario_cliente
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,23,2017-04-17 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,-Aseo y lavado de juegosrn-Armado vestibulador flexorrn-Fundado vestibulador flexorrn-Embalado y aluzado cubos de construcciónrn                                  figuras geometricasrn                                  vestibulador flexorrn                                   circuitorn                                   cuncunarn                                   cubo mágicorn                                   vestibulador mudadorrn                                   colchonetas x 8rn                                   alfombra ludicarn                                   vehículorn                                   organizadorrn-Fundado dados con numeros,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,24,2017-04-17 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 vestibulador mudador -3 colchonetas 120*60*4 -1 bolsa tnt cubos 20*20 -5 palos de escalera.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,25,2017-04-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,coci 6 cubos de 20*20 cerre a mano 1 vestibulador mudador -1 anillo . corte 1 piscina esquinera.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,26,2017-04-18 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,"-Aseo y lavado de juegosrn-Fundado colchoneta 1,54x57x8rn                colchonetas x 4rn                piscina esquinerarn-Carga de modulosrn-Embalado y aluzado piscina redondarn                                  tatamirn                                  colchoneta 1,54x57x8rn                                  colchonetas x 4rn                                  piscina esquinerarn                                  cilindro con anillosrn-Armado vestibulador rollorn","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,27,2017-04-18 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò 1 colchonetòn -1 multifuncional -11 piscina plegable con acceso - arreglò los moldes.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,28,2017-04-18 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,cerro a mano 6 cubos de 20*20 - 5 palos de escalera -1 palo vestibulador rollo -1 vestibulador mudador cociò 1/2 colchoneton.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,29,2017-04-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 piscina esquinera - 1 multifuncional.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,34,2017-04-18 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 colchoneton -1 multifuncional -1 piscina plegable con acceso- arreglos de moldes.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,35,2017-04-18 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,cerro a mano 6 cubos de 20* 20 -5 palos de escala- 1 palo de vestibulador rollo - 1 vestibulador mudador -1/2 colchoneton.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,36,2017-04-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 piscina esquinera -1 multifuncional.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,37,2017-04-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 piscina esquinera -1 multifuncional.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,38,2017-04-18 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 piscina esquinera -1 multifuncional.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,30,2017-04-20 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,".-Aseo y lavado de juegosrn-Fundado                centro motricidad calarn                               kit multifuncionalrn                               colchonetas x 3rn                               modulo gatorn                               vestibulador flexor     (armado)rn                               vestibulador rollo x 2  (armado)rn-Descarga de materialrn-Embalado,aluzado centro motricidad calarn                                kit multifuncionalrn                                colchonetas x 3rn                                set dados con numerosrn                                set de funciones motrices","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,31,2017-04-20 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò : 2 vestibuladores mudador -42 cuadrados de alfombra ludica - 8 pzas. bowlin gigante -6 pzs. pelotas bowlin -1 luche -6 bases de alfombra ludica -3 set de funciones motrices -1 cubo de fantasia- 1 colchoneta de 97*97 *15. -24 pzas de tunel de arrastre.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,32,2017-04-20 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò : 2 vestibuladores mudador -42 cuadrados de alfombra ludica - 8 pzas. bowlin gigante -6 pzs. pelotas bowlin -1 luche -6 bases de alfombra ludica -3 set de funciones motrices -1 cubo de fantasia- 1 colchoneta de 97*97 *15. -24 pzas de tunel de arrastre.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,39,2017-04-20 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,2 vestibuladores nudador - 42 cuadrados alfombras ludicas -8 pzas de bowwleen - 1 luche -6 bases de alfombras ludicas -3 set de funciones motrices -1 cubo de fantasia -1 colchoneta de 97*97*15 .,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,40,2017-04-20 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 cal nueva) -1  cala completo - 1 gato (muestra) -1 lateral de piscina.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,33,2017-04-21 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,-Aseo y lavado de juegosrn-Fundado vestibulador mudadorrn                colchonetonrn-Carga de modulosrn-Ayuda corte de espumasrn-Embalado y aluzado vestibulador rollorn                                  vestibulador mudadorrn                                  vestibulador flexorrn                                  columpiorn-Embolsado chinita grandern-Orden y aseo en bodega,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,41,2017-04-21 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 puf -1 juego de sabanas -36 tuneles completos.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,42,2017-04-21 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 vestibulador rollo - 1 puf completo con funda - 1 juego de sabanes -1 luche - 1 bolsa tnt luche - cerro a mano 1 vestibulador mudador - 2 palos vestibulador rollo corto numeros de luche.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,43,2017-04-21 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 piscina plegable con acceso,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,51,2017-04-21 00:00:00,2026-05-15 22:09:39.711,1026,laura2,ordeno espumas- 1 colchoneton- corto túneles- corto 2 ludicas- ordeno- corto manos y pies,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,48,2017-04-24 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,64 tuneles -,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,49,2017-04-24 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,19 tuneles,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,50,2017-04-24 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,2 lfombras ludicas -1 colchoneta de 1*1*15 -6 bowleen y 2 pelotas -cerre a mano el juego de bowleen  bolsa de tnt bowleen,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,44,2017-04-25 00:00:00,2026-05-15 22:09:39.711,1026,laura2,Corto 20 pzas tunel arrastre- dio vueltas fdas tunel- enfundo pzas tunel,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,45,2017-04-25 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,2 cubos didacticos -8 alfombras plegables -1 colchoneta clinica 2 puf pera.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,46,2017-04-25 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,51 pies - 11 tuneles - nudo de amaca.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,47,2017-04-25 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,19 tuneles -1 colchoneta clinica -5 juegos de manos (60 manos y17 pies).,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,52,2017-04-25 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,-Aseo y lavado de juegosrn-Arreglo cables oficinarn-Fundado túnel de arrastre x 10 piezasrn-Ayuda traslado rollos cuerinarn-Carga de modulosrn-Embalado 2 cajas chicasrn                  piscina con accesorn                  pelotas plásticasrn                  surtido juguetes,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,53,2017-04-26 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,"-Aseo y lavado de juegosrn-Vaciado tarros de basurarn-Fundado túnel de arrastre x 10 piezasrn-Carga de modulosrn-Aluzado colchoneta blancarn-Embalado manta voladorarn                  sabanasrn                  almohadarn                  alfombra ludicarn                  luche,bowlingrn-Ayuda traslado rollos cuerinarn-Ayuda corte de espumarn-Fundado alfombra ludica x 4rnrn","",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,54,2017-04-26 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,3 alfombras lùdicas -1cilindro de60*30.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,55,2017-04-26 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,1 kit de salto -1 cilindro de 60*30 -1 kit rampa -1 cilindro de entrenamiento -1 rulo -3 pzas del ying yang.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,56,2017-04-26 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,29  tuneles  -cerre a mano 1 colchoneta clinica.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,57,2017-04-27 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,-Aseo y lavado de juegosrn-Fundado alfombra ludicarn                cilindrorn                modulo ying yangrn-Embalado vestibulador flexorrn                  alfombra ludica x 5rn-Ayuda rollo cuerinarn-Aseorn          LENNYrn-Pegado de ratazxosrn-Vestibulador mudadadorrn-Cilindro de entrenamientorn-Colchonetas plegables x 2rn-Rulos x 2rn-kit rampa,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,58,2017-04-27 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,PEGADO DE RETAZOSrnVESTIBULADOR MUDADORrnCILINDRO DE ENTRENAMIENTO 150X60rnCOLCHONETAS P`LEGABLES X 2rnRULOS X 2rnKIT RAMPA,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,59,2017-04-27 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,4 pzas del ying yang -1 cubo de fantacia -1 alfombra ludica -3 colchonetas de 1* 1 *10 -2 rampas de 40*60*20 -  2 rampas de 40*60*30 -2 cilindros de 60*30 -2 cilindros de 120*30  2 cilindros de 40*20 .,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,60,2017-04-27 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1 alfombra ludica -1 colchoneta plegable -cerro 24 tuneles.- 2 puf,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,61,2017-04-27 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,modulo ying yang -1 pza del kit de salto,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,62,2017-04-28 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnFUNDADO RULOrn                   VESTIBULADOR MUDADORrn                   COLCHONETA PLAGABLErn                   RAMPAS X 6rn                   COLCHONETAS X 2rn                   CILINDROS X 4rnALUZADO GIN GANrn                  CAJAS X 2rn                  CILINDROS X 4rn                  RAMPAS X 6rnEMBALADO RULOrnORDEN DE BODEGArnCARGA DE MODULOSrn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,63,2017-04-28 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,3 piscinas cuadradasrn6 cuñasrn6 cilindrosrn2 cortes 100 x100 x10rn4 cortes 80 x 80 x6rn6 cuadrados 50x50x25(circuito tropìco)rn6 olas 50x50x25 (circuito tropico)rn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,64,2017-04-28 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 fundas de tnt puf- 6 rampas -2 laterales de piscina - cerro a mano 4 rampas -1 vestibulador mudador.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,65,2017-04-28 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,cortò 3 piscinas 120*120*10 -2 rampas de 40*40*20 -4 colchonetas de hule 80*80*6  cocio 3 pzas de piscina.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,66,2017-04-28 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,3 colchonetas de 1*1**10 -6 cilindros -4 colchonetas de hule 80*80*6 -1 lateral de piscina.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,67,2017-05-02 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,-corto 6 escalas de circuito tropicorn-1 cubo de fantasíarn-corto 1 piscina rectangularrn-pego retazorn-hizo 1 vestibulador rollo (falto pegarle lamina de 2)rn-hizo 1 cilindro de 120x30 (falto lamina de 2)(cala)rn-hizo 1 cilindro den 60x30(falto lamina de 2)rn-corto piezas del cala,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,68,2017-05-02 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnFUNDADO COLCHONETAS ULE X 4rn                   CILINDROS X 2rn                   PISCINA CUADRADA X 3rnAYUDA CORTE DE ESPUMArnALUZADO COLCHONETAS ULE X 4rn                  CILINDROS X 2rnAYUDA CORTE DE ESPUMArnALUZADO PISCINA CUADRADA X 2rn                  TUNEL DE ARRASTRE X 3,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,69,2017-05-02 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,3 PZAS DE LAPISCINA -1 KIT RAMPA -1/2 CUBO DE FANTASIA.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,70,2017-05-02 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,CORTÒ  2 BOLSAS DE TNT -1 LATERAL DE PISCINA -COCIÒ 1 BOLSA DE TNT - 2 PZAS DE LA PISCINA -1 KIT DE SALTO.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,71,2017-05-02 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,4 PZAS DE LA PISCINA -1 CILNDRO ENTRENAMIENTO - 1 ALFOMBRA  LUDICA -1 BOLSA DE TNT,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,72,2017-05-03 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,-hizo corte de 100x100x10(colchoneta)rn-hizo 2 set rueda girasolrn-1 corte alfombra ludicarn-3 corte para colchoneta 120x60x4rn-piscina redondarn-pego retazo rn-hizo cuncuna y 3 soportes modulo nuevo muestra(falta escala y rampa),"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,73,2017-05-03 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnALUZADO COLCHONETA CUADRADA X 3rn                   TATAMIrn                   COLCHONETA CON MONOSrnFUNDADO KIT RAMPArn                   CUBO MAGICOrn                   KIT SALTOrn                   CILINDRO DE ENTRENAMIENTOrnCARGA DE MODULOSrnAYUDA CORTE ESPUMArnEMBALADO KIT SALTO,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,74,2017-05-03 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,1/2 CUBO DE FANTASIA - 1 BOLSA DE TNT DEL CUBO FANTASIA -10 TAPAS DE CUBOS NUEVOS -CERRÒ A MANO 3 HEXAGONOS -1CUBO DE FANTASIA.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,75,2017-05-03 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,CORTÒ 1 PISCINA FLOR -1PISCINA RECTANGULAR -7 BOLSAS DE TNT PLATOS DE EQUILIBRIO -2 BOLSAS DE TNT CUBOS 20*20 -1 BOLSA CUBO FANTASIA -1 PISCINA REDONDA. COCIO 1 PISCINA DE LA PISCINA FLOR,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,76,2017-05-03 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 LATERAL DE PISCINA CUADRADA - 2 LATERALES PISCINA RECTANGULAR -18 TUNELES.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,77,2017-05-04 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,-terminar modulo nuevorn-deje cortada espuma para 2 flexoresrn-corte 20 piezas de tunel de arrastrern-enfunde piscina rectangularrn-pegue retazo (para piscina flor)rn-deje cortada piezas para piscina,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,78,2017-05-04 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnFUNDADO ALFOMBRA LUDICArnALUZADO COLCHONETA PLEGABLErnRELLENO CUBOS X 2rnEMBALADO CILINDRO ENTRENAMIENTO     rn                     KIT RAMPArn                     ARENEROrn                     CILINDRO 60 X 30rn                     PISCINA CUADRADArn                     CUBO MAGICOrn                     ALFOMBRA LUDICArn                     PISCINA RECTANGULARrnINVENTARIO ROLLOS CUERINArn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,79,2017-05-04 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,2 CUBOS BLANDITOS NUEVOS -1 PISCINA REDONDA - 2 MANGAS.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,80,2017-05-04 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,CORTÒ EL DRAGON JUEGO NUEVO -5 OLAS DEL CIRCUITO TROPICO -COCIÒ 3 PETALOS DE LA FLOR.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,81,2017-05-04 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,COCÌ 1EL DRAGÒN ALLEGRO -3 PIEZAS DE LA PISCINA RECTANGULAR -1 BOLSA TNT CUBOS NUEVOS - CERRÈ A MANO EL DRAGON.,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,82,2017-05-05 00:00:00,2026-05-15 22:09:39.711,Lennin,edwin1,TERMINACION JUEGO NUEVOrnSERIGRAFIArnCUBIERTA DE CILINDROSrn(LAMINAS DE 2)rn2 FLEXOREPISCINA FLOR COMPLETArn,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,83,2017-05-05 00:00:00,2026-05-15 22:09:39.711,edwin1,edwin1,ASEO Y LAVADO DE JUEGOSrnASEO Y LIMPIEZA INTERIOR CAMIONETA DE REPARTOrnFUNDADO PISCINA FLORrn                   MODULO DRAGONrn                   TUNEL DE ARRASTRErnALUZADO PISCINA FLORrn                  MODULO DRAGONrnCARGA DE MODULOSrnAYUDA ESTAMPADO SERIGRAFIArnFUNDADO TUNEL DE ARRASTRE X 3,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,84,2017-05-05 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,3 JUEGOS DE CIRCUITO- 12 BOLSAS DE TNT CHICAS -4 BOLSAS DE TNT GRANDES - 1 PETALO DE LA FLOR,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,85,2017-05-05 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,CORTÒ 5 CUADRADOS -5 ESCALAS -DE CIRCUITO -34 BOLSAS DE TNT -4 PROTECTORES DE JUEGO MADERA -3 RUEDAS GIRASOL,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,86,2017-05-05 00:00:00,2026-05-15 22:09:39.711,zalma1,zalma1,1 BOLSA TNT CUBO 20*20 -2 JUEGOS DE CIRCUITO -4 PROYECTORES JUEGOS MADERA -2 PETALOS -2 BOLSAS DE TNT MEDIANAS,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,87,2017-05-08 00:00:00,2026-05-15 22:09:39.711,Judith,zalma1,3 sacos de tazlan - 1 paño de alfombra ludica,"",""
"",CONFIRMAR_SI_ES_BITACORA_DIARIA_O_ODT,88,2017-05-08 00:00:00,2026-05-15 22:09:39.711,Ruth,zalma1,5 fundas de protectores juego de madera -1 colchoneta de 180*60*3 -4 alfombras ludicas -2 sillones cala -2 pedestales rueda girasol,"",""
